List,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
195,MTCH,"Match Group, Inc.",31.8,8686103729,n/a,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch
196,QRVO,"Qorvo, Inc.",68.03,8649884835,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
197,IXUS,iShares Core MSCI Total International Stock ETF,65.13,8642751000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
198,NDSN,Nordson Corporation,149.34,8623729099,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn
199,SSNC,"SS&C Technologies Holdings, Inc.",41.85,8615272095,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
200,FFIV,"F5 Networks, Inc.",136.18,8523985826,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
201,OLED,Universal Display Corporation,179.3,8434379939,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/oled
202,DISCA,"Discovery Communications, Inc.",22,8339214884,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
203,ALKS,Alkermes plc,54.14,8325428850,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks
204,JAZZ,Jazz Pharmaceuticals plc,135.59,8128687753,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
205,GT,The Goodyear Tire & Rubber Company,32.84,8089382161,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt
206,BNDX,Vanguard Total International Bond ETF,54.3,8048753141,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx
207,SHV,iShares Short Treasury Bond ETF,110.25,8048250000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shv
208,Z,"Zillow Group, Inc.",42.61,8048033460,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/z
209,SINA,Sina Corporation,112.41,8038962931,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
210,BLUE,"bluebird bio, Inc.",175,8020414850,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
211,CG,The Carlyle Group L.P.,23.95,8009261188,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg
212,ZG,"Zillow Group, Inc.",42.34,7997036768,n/a,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/zg
213,SGEN,"Seattle Genetics, Inc.",55.01,7917498038,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
214,IEF,iShares 7-10 Year Treasury Bond ETF,105.15,7896765000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ief
215,DISCK,"Discovery Communications, Inc.",20.79,7880558065,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
216,FWONK,Liberty Media Corporation,34.12,7833608377,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk
217,GLPI,"Gaming and Leisure Properties, Inc.",36.69,7800415334,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
218,SBNY,Signature Bank,141.56,7782117033,n/a,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
219,MKTX,"MarketAxess Holdings, Inc.",207.23,7778779869,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
220,AGNC,AGNC Investment Corp.,19.85,7767223020,n/a,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc
221,WB,Weibo Corporation,120.86,7745590957,64087299,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wb
222,CIU,iShares Intermediate Credit Bond ETF,108.98,7677641000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciu
223,FTNT,"Fortinet, Inc.",44.1,7668999305,n/a,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
224,MIDD,The Middleby Corporation,136.29,7620365870,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
225,PTC,PTC Inc.,63.65,7391373881,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
226,UHAL,Amerco,375.48,7362332238,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
227,QGEN,Qiagen N.V.,32.46,7348164960,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
228,TLT,iShares 20+ Year Treasury Bond ETF,125.71,7341464000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
229,COHR,"Coherent, Inc.",295.75,7340243206,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
230,PPC,Pilgrim&#39;s Pride Corporation,29.43,7320786310,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/ppc
231,HDS,"HD Supply Holdings, Inc.",39.35,7306436501,n/a,2013,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hds
232,COMM,"CommScope Holding Company, Inc.",38.095,7267080676,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
233,BHF,"Brighthouse Financial, Inc.",60.63,7261843417,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/bhf
234,NBIX,"Neurocrine Biosciences, Inc.",81.73,7232536568,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
235,FSLR,"First Solar, Inc.",69.17,7223629780,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
236,LAMR,Lamar Advertising Company,71.61,7048693965,n/a,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
237,SAGE,"Sage Therapeutics, Inc.",169.25,7040203732,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
238,IEI,iShares 3-7 Year Treasury Bond ETF,121.83,6956493000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iei
239,EXAS,Exact Sciences Corporation,57.53,6888089970,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
240,JBLU,JetBlue Airways Corporation,21.38,6855431748,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
241,ARCC,Ares Capital Corporation,15.79,6731263815,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
242,FLIR,"FLIR Systems, Inc.",48.25,6686206791,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
243,PACW,PacWest Bancorp,50.8,6619243658,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
244,ULTI,"The Ultimate Software Group, Inc.",220.78,6595977137,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
245,PBCT,"People&#39;s United Financial, Inc.",18.94,6558005399,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbct
246,MSCC,Microsemi Corporation,55.73,6548415384,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
247,UTHR,United Therapeutics Corporation,149.79,6472583629,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/uthr
248,BUFF,"Blue Buffalo Pet Products, Inc.",33.12,6467114303,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/buff
249,OZRK,Bank of the Ozarks,50.28,6444932334,n/a,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
250,ICLR,ICON plc,117.62,6369381764,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
251,LOGM,"LogMein, Inc.",120.7,6358669603,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
252,CACC,Credit Acceptance Corporation,329.01,6353252521,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
253,CBSH,"Commerce Bancshares, Inc.",56.09,6284888538,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
254,LECO,"Lincoln Electric Holdings, Inc.",94.99,6246134133,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
255,IONS,"Ionis Pharmaceuticals, Inc.",49.89,6226047695,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
256,ERIE,Erie Indemnity Company,118.98,6221448495,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
257,GNTX,Gentex Corporation,21.78,6183403942,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/gntx
258,ANGI,ANGI Homeservices Inc.,12.76,6091748474,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi
259,SRCL,"Stericycle, Inc.",71.17,6075987585,n/a,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl
260,CAVM,"Cavium, Inc.",87.46,6048358834,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm
261,BIVV,Bioverativ Inc.,55.8,6037552188,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bivv
262,BOKF,BOK Financial Corporation,92.09,6027915423,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
263,YY,YY Inc.,128.1,6023576357,47022454,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/yy
264,VEON,VEON Ltd.,4.01,5941468734,1481663026,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/veon
265,NTNX,"Nutanix, Inc.",36.91,5921295129,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntnx
266,VNQI,Vanguard Global ex-U.S. Real Estate ETF,62.35,5828970814,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vnqi
267,ZBRA,Zebra Technologies Corporation,109.54,5826334452,n/a,1991,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/zbra
268,DNKN,"Dunkin&#39; Brands Group, Inc.",64.4,5816794953,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
269,SATS,EchoStar Corporation,60.65,5805831390,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
270,ESLT,Elbit Systems Ltd.,135.43,5789345930,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
271,UBNT,"Ubiquiti Networks, Inc.",74.22,5777440439,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt
272,PRAH,"PRA Health Sciences, Inc.",90.71,5748268118,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prah
273,LOGI,Logitech International S.A.,34.81,5718339162,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
274,NATI,National Instruments Corporation,43.43,5678256305,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
275,SABR,Sabre Corporation,20.43,5614608925,n/a,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
276,BRKR,Bruker Corporation,35.99,5598700133,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/brkr
277,BPY,Brookfield Property Partners L.P.,21.94,5593342528,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bpy
278,MAT,"Mattel, Inc.",16.26,5589042483,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
279,CY,Cypress Semiconductor Corporation,16.64,5552181673,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
280,CDEV,"Centennial Resource Development, Inc.",20.12,5550846681,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cdev
281,MKSI,"MKS Instruments, Inc.",101.55,5513613177,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
282,JUNO,"Juno Therapeutics, Inc.",48,5480299056,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
283,RGLD,"Royal Gold, Inc.",83.17,5443832301,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
284,LPLA,LPL Financial Holdings Inc.,59.72,5386154564,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
285,ATHN,"athenahealth, Inc.",134.05,5364371210,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
286,CONE,CyrusOne Inc,58.25,5318749250,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
287,POOL,Pool Corporation,132.2,5310050960,n/a,1995,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/pool
288,MEOH,Methanex Corporation,63.2,5293795435,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
289,PTEN,"Patterson-UTI Energy, Inc.",23.69,5269705870,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pten
290,PNFP,"Pinnacle Financial Partners, Inc.",67.05,5211317428,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnfp
291,AZPN,"Aspen Technology, Inc.",70.78,5134057594,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
292,TECH,Bio-Techne Corp,136.38,5109091836,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech
293,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,79.41,5098122000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
294,HTHT,"China Lodging Group, Limited",153.51,5063347436,32983828,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht
295,FCNCA,"First Citizens BancShares, Inc.",420.83,5054338736,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
296,EEFT,"Euronet Worldwide, Inc.",95.89,5051584350,n/a,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
297,IJT,iShares S&P Small-Cap 600 Growth ETF,172.63,5049427500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ijt
298,COLM,Columbia Sportswear Company,72,5031107496,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
299,SLM,SLM Corporation,11.63,5022876792,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
300,MSG,The Madison Square Garden Company,212.87,5015311501,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg
301,MPWR,"Monolithic Power Systems, Inc.",120.07,4984935744,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
302,NUAN,"Nuance Communications, Inc.",16.96,4923120477,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
303,LVNTA,Liberty Interactive Corporation,57.03,4881771536,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
304,WWD,"Woodward, Inc.",79.7,4881734348,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wwd
305,LNCE,"Snyder&#39;s-Lance, Inc.",50.01,4862848775,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
306,ARRS,ARRIS International plc,26,4862552006,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
307,VMBS,Vanguard Mortgage-Backed Securities ETF,52.41,4828333618,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmbs
308,TRIP,"TripAdvisor, Inc.",34.73,4823280833,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip
309,HPT,Hospitality Properties Trust,29.18,4795707934,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
310,MLCO,Melco Resorts & Entertainment Limited,27.75,4731023130,170487320,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mlco
311,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,48.79,4687109564,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtip
312,UMPQ,Umpqua Holdings Corporation,21.26,4682127026,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/umpq
313,WTFC,Wintrust Financial Corporation,83.29,4657847409,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfc
314,LVNTB,Liberty Interactive Corporation,54.3,4648083367,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
315,ENTG,"Entegris, Inc.",32.75,4630743006,n/a,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
316,SGMS,Scientific Games Corp,51.65,4629978052,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
317,DXCM,"DexCom, Inc.",53.26,4628461503,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
318,TCBI,"Texas Capital Bancshares, Inc.",92.95,4612787358,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi
319,MASI,Masimo Corporation,89.09,4603382219,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
320,LFUS,"Littelfuse, Inc.",201.19,4569705727,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
321,CASY,"Caseys General Stores, Inc.",121.44,4559739740,n/a,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy
322,BLKB,"Blackbaud, Inc.",94.49,4543985832,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
323,FIZZ,National Beverage Corp.,97.45,4541243088,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
324,ROKU,"Roku, Inc.",46.28,4527336094,n/a,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/roku
325,MIK,"The Michaels Companies, Inc.",24.55,4449653989,n/a,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik
326,LFIN,LongFin Corp,53.5,4435150000,n/a,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/lfin
327,ICUI,"ICU Medical, Inc.",220,4428717700,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
328,LSTR,"Landstar System, Inc.",104.7,4393818946,n/a,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
329,SNH,Senior Housing Properties Trust,18.44,4381904742,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
330,HBHC,Hancock Holding Company,51.3,4369775040,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhc
331,BECN,"Beacon Roofing Supply, Inc.",64.49,4368195648,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
332,BGCP,"BGC Partners, Inc.",15.02,4338638869,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
333,VSAT,"ViaSat, Inc.",74.33,4328770927,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vsat
334,PFPT,"Proofpoint, Inc.",95.66,4288891324,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
335,LOPE,"Grand Canyon Education, Inc.",88.84,4275056936,n/a,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lope
336,TREE,"LendingTree, Inc.",356.05,4261490528,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
337,TSRO,"TESARO, Inc.",78.29,4257561143,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro
338,VC,Visteon Corporation,136.74,4252454014,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/vc
339,IDTI,"Integrated Device Technology, Inc.",31.94,4242743640,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
340,FHB,"First Hawaiian, Inc.",30.35,4236443659,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
341,INCR,"INC Research Holdings, Inc.",40.5,4225971366,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
